"index";"Company";"TypeName";"Inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"IPS_Panel";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"price";"ppi"
653;"MSI";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";"2.2";63499;141
654;"HP";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"N/A";"1.86";19442;100
655;"Toshiba";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i5";2.5;8;"HDD";500;0;"Intel";" HD Graphics 620";"windows";"2.0";56690;141
656;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";" Radeon 530";"windows";"6.2";48964;141
657;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";" Radeon 530";"windows";"2.2";60473;141
658;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 960";"windows";"3.31";63723;141
659;"Dell";"Gaming";17.3;"large";2160;3840;0;1;"Intel";"Core i7";2.8;32;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"windows";"4.42";167692;255
660;"Dell";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.56";65481;157
661;"Lenovo";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";" HD Graphics 500";"windows";"2.2";22324;100
662;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";"2.2";28505;141
663;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i3";2.0;6;"HDD";1024;0;"AMD";" Radeon R5 M430";"windows";"2.04";28718;141
664;"MSI";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";"2.7";79215;127
665;"Toshiba";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.1;4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";"2.1";26533;100
667;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";" Radeon 530";"windows";"2.1";39694;141
668;"Toshiba";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"2.0";67026;141
669;"Acer";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";" HD Graphics 520";"linux";"2.1";21951;100
670;"Microsoft";"Ultrabook";13.5;"small";1504;2256;1;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";" Iris Plus Graphics 640";"windows";"1.252";99519;201
671;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"AMD";" Radeon R5 M430";"windows";"1.90";43580;141
672;"Lenovo";"2 in 1 Convertible";13.3;"small";1080;1920;1;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.3";55092;166
673;"Lenovo";"Notebook";35.6;"large";768;1366;0;0;"AMD";"E-Series E2-9000";2.2;4;"SSD";128;0;"AMD";" Radeon R2 Graphics";"windows";"2.2";18595;44
674;"HP";"2 in 1 Convertible";14.0;"medium";1080;1920;1;1;"Intel";"Core i3";2.4;4;"SSD";128;0;"Nvidia";" GeForce 940MX";"windows";"1.63";37243;157
675;"MSI";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050";"windows";"2.4";68944;141
676;"Asus";"Ultrabook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.1";60473;157
677;"HP";"2 in 1 Convertible";11.6;"small";768;1366;1;0;"Intel";"Celeron Dual";1.1;8;"Flash Storage";64;0;"Intel";" HD Graphics 500";"other";"1.4";26374;135
678;"LG";"Ultrabook";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"1.09";122491;141
679;"Acer";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;16;"SSD";256;0;"Nvidia";" GeForce GTX 1050 Ti";"windows";"2.5";69211;141
680;"MSI";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";"2.2";53168;141
681;"Asus";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Celeron Dual";1.1;4;"SSD";128;0;"Intel";" HD Graphics 500";"windows";"1.86";22324;100
682;"Dell";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";"3.21";109277;141
683;"HP";"Notebook";17.3;"large";1080;1920;0;1;"Intel";"Core i3";2.0;4;"SSD";256;0;"AMD";" Radeon R5 520";"windows";"2.5";37243;127
684;"Lenovo";"2 in 1 Convertible";13.3;"small";1080;1920;1;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";" UHD Graphics 620";"windows";"1.19";79867;166
685;"Dell";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.9;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";"3.49";149917;141
686;"HP";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";" Radeon 520";"windows";"1.86";32640;100
687;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";" Radeon R5 M430";"windows";"2.2";29073;100
688;"HP";"Notebook";17.3;"large";1080;1920;0;1;"AMD";"A10-Series 9600P";2.4;6;"HDD";2048;0;"AMD";" Radeon R7 M440";"windows";"2.65";30316;127
689;"Lenovo";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";" HD Graphics 510";"windows";"2.1";16943;100
690;"Acer";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";" HD Graphics 510";"other";"1.45";19980;112
691;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.7";37243;157
692;"HP";"Workstation";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.8;8;"HDD";500;0;"Nvidia";" Quadro M1200";"windows";"3.14";101658;127
693;"Lenovo";"2 in 1 Convertible";14.0;"medium";1440;2560;1;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.42";137995;210
694;"Toshiba";"Notebook";13.3;"small";1080;1920;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.5";51841;166
695;"Acer";"Netbook";11.6;"small";768;1366;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";" HD Graphics";"windows";"1.4";14332;135
696;"Lenovo";"2 in 1 Convertible";14.0;"medium";1080;1920;1;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"1.38";93187;157
697;"Asus";"2 in 1 Convertible";12.5;"small";1080;1920;1;0;"Intel";"Core M";0.9;4;"Flash Storage";64;0;"Intel";" HD Graphics 515";"other";"1.2";35644;176
698;"Toshiba";"Ultrabook";13.3;"small";1080;1920;1;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";" HD Graphics 520";"windows";"1.36";100007;166
700;"Dell";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"windows";"2.56";43636;141
701;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"AMD";"A9-Series 9420";2.9;4;"SSD";256;0;"AMD";" Radeon 530";"windows";"2.2";21259;141
702;"Lenovo";"Notebook";15.6;"medium";768;1366;0;0;"AMD";"A12-Series 9720P";3.6;8;"HDD";1024;0;"AMD";" Radeon R7";"windows";"2.2";22857;100
703;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;1024;"Intel";" HD Graphics 620";"windows";"2.1";33111;141
704;"Lenovo";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"N/A";"1.90";23976;100
705;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"2.18";42358;141
706;"Acer";"2 in 1 Convertible";13.3;"small";1080;1920;1;1;"Intel";"Core i5";1.6;1;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";"1.6";53227;166
707;"Lenovo";"Workstation";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Nvidia";" Quadro M520M";"windows";"2.18";98834;141
708;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.8";63456;157
709;"HP";"Notebook";17.3;"large";1080;1920;0;1;"AMD";"A10-Series 9620P";2.5;6;"HDD";2048;0;"AMD";" Radeon 530";"windows";"2.71";34899;127
710;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";"2.5";66547;141
711;"Dell";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"linux";"1.64";58022;157
712;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";" HD Graphics 620";"linux";"1.98";38681;141
713;"Asus";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";"1.5";15877;157
714;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.6;16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"1.93";76012;141
715;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce 920MX";"windows";"1.87";45665;157
716;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.9";62817;141
717;"Lenovo";"Notebook";15.6;"medium";768;1366;0;0;"AMD";"A6-Series 7310";2.0;4;"HDD";500;0;"AMD";" Radeon R4";"windows";"2.19";15877;100
718;"Mediacom";"Notebook";14.0;"medium";1200;1920;0;1;"Intel";"Atom Z8350";1.9;4;"HDD";32;0;"Intel";" HD Graphics 400";"windows";"1.4";14119;162
719;"HP";"Notebook";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";"2.63";63936;127
720;"Lenovo";"Ultrabook";14.0;"medium";1440;2560;0;1;"Intel";"Core i7";2.5;64;"SSD";512;0;"Intel";" HD Graphics 520";"windows";"1.17";89864;210
721;"HP";"2 in 1 Convertible";13.3;"small";768;1366;1;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.58";44574;118
722;"Lenovo";"Ultrabook";14.0;"medium";1080;1920;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.32";79867;157
723;"Dell";"Gaming";17.3;"large";2160;3840;0;0;"Intel";"Core i7";2.8;32;"Hybrid";1024;1024;"Nvidia";" GeForce GTX 1070";"windows";"4.36";194973;255
724;"MSI";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";"2.7";71847;127
725;"Lenovo";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";" HD Graphics 620";"N/A";"1.9";26102;100
727;"Dell";"2 in 1 Convertible";13.3;"small";1080;1920;1;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";"1.71";34579;166
728;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";" Radeon R7 M445";"linux";"2.32";31410;100
729;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"AMD";"A9-Series 9420";3.0;4;"HDD";1024;0;"AMD";" Radeon 520";"windows";"2.1";26054;141
730;"Acer";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";"4.2";103097;127
731;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.5;12;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";"2.25";34579;100
732;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"AMD";"A9-Series A9-9420";3.0;6;"Hybrid";128;1024;"AMD";" Radeon 520";"windows";"2.1";34632;141
733;"Acer";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";"2.4";29784;100
734;"Lenovo";"Notebook";13.3;"small";1080;1920;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.44";51149;166
735;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;4;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";"1.85";41505;141
736;"HP";"Workstation";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";" Quadro M2200";"windows";"2.6";128884;141
737;"Dell";"2 in 1 Convertible";13.3;"small";1080;1920;1;0;"Intel";"Core i5";1.6;8;"HDD";1024;0;"Intel";" UHD Graphics 620";"windows";"1.55";35112;166
738;"MSI";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";"1.8";111594;141
739;"Acer";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";"2.4";21887;100
740;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;8;"Hybrid";128;1024;"Nvidia";" GeForce 940MX";"windows";"2.0";64309;141
741;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"2";35431;100
742;"Toshiba";"Notebook";14.0;"medium";1080;1920;1;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.25";81785;157
743;"Lenovo";"2 in 1 Convertible";14.0;"medium";1080;1920;1;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.7";53227;157
744;"Lenovo";"Workstation";15.6;"medium";2160;3840;0;1;"Intel";"Core i7";2.8;16;"SSD";1024;0;"Nvidia";" Quadro M520M";"windows";"2.5";175771;282
745;"Acer";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";" HD Graphics 400";"other";"1.68";17582;112
746;"Samsung";"Ultrabook";13.3;"small";1080;1920;0;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"0.81";87859;166
748;"Dell";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.6";60031;112
749;"HP";"Workstation";17.3;"large";1080;1920;0;1;"Intel";"Xeon E3-1535M";2.9;16;"SSD";256;0;"Nvidia";" Quadro M2000M";"windows";"3";233846;127
750;"Lenovo";"Netbook";11.6;"small";768;1366;1;0;"Intel";"Celeron Dual";1.6;4;"SSD";128;0;"Intel";" HD Graphics 400";"windows";"1.4";25308;135
751;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.84";101232;141
752;"Asus";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Nvidia";" GeForce GTX 950M";"N/A";"2.45";30849;100
754;"Asus";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i7";2.7;4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"2.37";45283;100
755;"Lenovo";"2 in 1 Convertible";13.3;"small";1800;3200;1;1;"Intel";"Core i5";1.8;8;"SSD";256;0;"Intel";" HD Graphics 540";"windows";"1.3";63883;276
756;"HP";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";"2.2";58555;141
757;"HP";"Workstation";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Nvidia";" Quadro M1000M";"windows";"2.59";83170;141
758;"Dell";"Gaming";15.6;"medium";2160;3840;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";"4.42";152860;282
759;"Acer";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"2.1";31915;100
760;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";"2.5";55837;141
761;"Dell";"Ultrabook";12.5;"small";1080;1920;0;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.18";99048;176
762;"Google";"Ultrabook";12.3;"small";1600;2400;1;0;"Intel";"Core i5";1.2;8;"SSD";256;0;"Intel";" HD Graphics 615";"other";"1.1";83064;235
763;"Asus";"Ultrabook";13.3;"small";1800;3200;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.2";60153;276
764;"Dell";"Notebook";13.3;"small";768;1366;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";"1.65";45235;118
765;"Acer";"Notebook";13.3;"small";768;1366;0;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";"1.6";34898;118
766;"Asus";"Notebook";17.3;"large";768;1366;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Nvidia";" GeForce 920MX";"windows";"2.8";25060;91
767;"Dell";"Gaming";15.6;"medium";2160;3840;1;1;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 960M";"windows";"2.72";58555;282
768;"Samsung";"Ultrabook";13.3;"small";1080;1920;1;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.31";85195;166
769;"Acer";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";" HD Graphics 505";"linux";"2.1";15877;100
770;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;16;"";0;0;"AMD";" Radeon R7 M445";"windows";"2.3";62938;141
771;"Samsung";"2 in 1 Convertible";15.0;"medium";1080;1920;1;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"AMD";" Radeon 540";"windows";"1.71";95851;147
772;"Toshiba";"Notebook";14.0;"medium";768;1366;0;1;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";"1.75";54346;112
773;"Dell";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"windows";"2.62";58555;141
775;"Asus";"2 in 1 Convertible";15.6;"medium";1080;1920;1;0;"Intel";"Core i7";2.7;12;"HDD";2048;0;"Nvidia";" GeForce 940MX";"windows";"2.3";44702;141
776;"Lenovo";"Notebook";15.6;"medium";2160;3840;0;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";" Quadro M2000M";"windows";"2.5";126274;282
777;"Acer";"Notebook";14.0;"medium";1080;1920;0;1;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";"1.8";33886;157
778;"Razer";"Gaming";14.0;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";" GeForce GTX 1060";"windows";"1.95";154459;157
779;"Asus";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Pentium Dual";1.1;8;"SSD";128;0;"Intel";" HD Graphics 505";"windows";"2";31004;141
780;"Dell";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.8;32;"Hybrid";1024;1024;"Nvidia";" GeForce GTX 1070M";"windows";"4.42";191211;127
781;"Asus";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";"4.3";125208;127
782;"Toshiba";"Ultrabook";14.0;"medium";1080;1920;0;1;"Intel";"Core i7";2.6;16;"SSD";512;0;"Nvidia";" GeForce 930M";"windows";"1.47";93986;157
783;"Lenovo";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Celeron Quad";1.6;8;"HDD";1024;0;"Intel";" HD Graphics 405";"N/A";"2.2";17529;100
784;"Lenovo";"Ultrabook";14.0;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"1.7";122491;157
785;"MSI";"Gaming";14.0;"medium";1080;1920;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";"1.6";100752;157
786;"MSI";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";"2.2";58022;141
787;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.8;4;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"windows";"2.4";53227;141
788;"Acer";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";"4.2";122491;127
789;"Dell";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";"2.62";52481;141
790;"Asus";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX1060";"windows";"2.24";71342;141
791;"Vero";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";"1.22";10811;157
792;"Lenovo";"2 in 1 Convertible";13.3;"small";1080;1920;1;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"1.37";104962;166
793;"Lenovo";"2 in 1 Convertible";15.6;"medium";1080;1920;1;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";" Radeon R7 M460";"windows";"2.08";51096;141
794;"Apple";"Ultrabook";12.0;"small";1440;2304;0;1;"Intel";"Core M";1.2;8;"Flash Storage";512;0;"Intel";" HD Graphics 5300";"macos";"0.920";62071;226
795;"Lenovo";"2 in 1 Convertible";14.0;"medium";1440;2560;1;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.42";124142;210
796;"Asus";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";"1.63";15931;112
797;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";" HD Graphics 620";"windows";"1.95";43157;100
798;"Lenovo";"2 in 1 Convertible";13.9;"small";1080;1920;1;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.38";71875;158
799;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"AMD";" Radeon R5 M420X";"windows";"2";39374;141
800;"HP";"Workstation";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";" Quadro M2200";"windows";"3.14";110018;141
801;"Asus";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"2.37";58555;141
802;"Dell";"Ultrabook";13.3;"small";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.29";79867;166
803;"Dell";"Notebook";15.6;"medium";2160;3840;1;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";"2.06";93187;282
804;"Dell";"Netbook";11.6;"small";768;1366;0;0;"Intel";"Pentium Quad";1.1;4;"SSD";128;0;"Intel";" HD Graphics 505";"windows";"1.63";39640;135
805;"HP";"Netbook";12.5;"small";768;1366;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.26";74006;125
806;"Toshiba";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";"2.1";41558;100
807;"HP";"Notebook";15.6;"medium";768;1366;0;0;"AMD";"A12-Series 9700P";2.5;8;"HDD";2048;0;"AMD";" Radeon R7 Graphics";"windows";"2.04";33513;100
808;"Dell";"Gaming";15.6;"medium";2160;3840;0;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";" GeForce GTX 1050 Ti";"windows";"2.62";89457;282
809;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";" GeForce 920M";"windows";"2.4";32448;141
810;"HP";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.8;12;"HDD";1024;0;"AMD";" Radeon RX 580";"windows";"3.74";93187;127
811;"MSI";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"windows";"2.9";128671;127
812;"Samsung";"Ultrabook";13.3;"small";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"0.81";79867;166
